2022-01-04;20:00:53,930;0x7f6b282c80a0 ;20,66
2022-01-04;20:01:05,142;0x7f6b282c80a0 ;20,66
2022-01-04;20:01:07,229;0x7f6b282c83a0 ;20,5
2022-01-04;20:01:09,725;0x7f6b282c8400 ;20,54
2022-01-04;20:01:11,689;0x7f6b282c8460 ;20,45
2022-01-04;20:01:13,819;0x7f6b282c8550 ;20,47
2022-01-04;20:01:17,391;0x7f6b282c85e0 ;20,37
2022-01-04;20:01:19,264;0x7f6b282c8790 ;-13,87
2022-01-04;20:01:20,833;0x7f6b282c80a0 ;20,62
2022-01-04;20:10:53,934;0x7f6b282c80a0 ;20,62
2022-01-04;20:10:53,991;0x7f6b282c8550 ;20,47
2022-01-04;20:10:54,022;0x7f6b282c8790 ;-13,87
2022-01-04;20:10:54,622;0x7f6b282c83a0 ;20,5
2022-01-04;20:10:54,682;0x7f6b282c85e0 ;20,37
2022-01-04;20:10:54,714;0x7f6b282c8820 ;20,43
2022-01-04;20:10:55,288;0x7f6b282c8400 ;20,52
2022-01-04;20:10:55,352;0x7f6b282c8640 ;20,31
2022-01-04;20:10:55,392;0x7f6b282c8880 ;20,39
2022-01-04;20:10:55,975;0x7f6b282c8460 ;20,43
2022-01-04;20:10:56,035;0x7f6b282c86a0 ;20,39
2022-01-04;20:10:56,073;0x7f6b282c88e0 ;20,45
2022-01-04;20:20:53,964;0x7f6b282c8550 ;20,47
2022-01-04;20:20:53,999;0x7f6b282c8790 ;-13,85
2022-01-04;20:20:54,002;0x7f6b282c80a0 ;20,62
2022-01-04;20:20:54,653;0x7f6b282c85e0 ;20,35
2022-01-04;20:20:54,686;0x7f6b282c8820 ;20,43
2022-01-04;20:20:54,693;0x7f6b282c83a0 ;20,5
2022-01-04;20:20:55,329;0x7f6b282c8640 ;20,31
2022-01-04;20:20:55,361;0x7f6b282c8880 ;20,39
2022-01-04;20:20:55,365;0x7f6b282c8400 ;20,54
2022-01-04;20:20:56,011;0x7f6b282c86a0 ;20,37
2022-01-04;20:20:56,039;0x7f6b282c88e0 ;20,43
2022-01-04;20:20:56,053;0x7f6b282c8460 ;20,43
2022-01-04;20:30:53,934;0x7f6b282c80a0 ;20,64
2022-01-04;20:30:54,004;0x7f6b282c8550 ;20,48
2022-01-04;20:30:54,012;0x7f6b282c8790 ;-13,87
2022-01-04;20:30:54,644;0x7f6b282c83a0 ;20,5
2022-01-04;20:30:54,698;0x7f6b282c85e0 ;20,37
2022-01-04;20:30:54,711;0x7f6b282c8820 ;20,43
2022-01-04;20:30:55,315;0x7f6b282c8400 ;20,52
2022-01-04;20:30:55,375;0x7f6b282c8640 ;20,31
2022-01-04;20:30:55,385;0x7f6b282c8880 ;20,39
2022-01-04;20:30:55,998;0x7f6b282c8460 ;20,45
2022-01-04;20:30:56,059;0x7f6b282c86a0 ;20,37
2022-01-04;20:30:56,072;0x7f6b282c88e0 ;20,45
2022-01-04;20:40:53,941;0x7f6b282c80a0 ;20,62
2022-01-04;20:40:53,972;0x7f6b282c8550 ;20,47
2022-01-04;20:40:54,009;0x7f6b282c8790 ;-13,87
2022-01-04;20:40:54,631;0x7f6b282c83a0 ;20,52
2022-01-04;20:40:54,670;0x7f6b282c85e0 ;20,37
2022-01-04;20:40:54,700;0x7f6b282c8820 ;20,45
2022-01-04;20:40:55,316;0x7f6b282c8400 ;20,52
2022-01-04;20:40:55,347;0x7f6b282c8640 ;20,31
2022-01-04;20:40:55,379;0x7f6b282c8880 ;20,37
2022-01-04;20:40:55,991;0x7f6b282c8460 ;20,45
2022-01-04;20:40:56,031;0x7f6b282c86a0 ;20,37
2022-01-04;20:40:56,062;0x7f6b282c88e0 ;20,43
