2022-02-02;14:42:31,192;0x7fbd0851e7a0 ;23,34
2022-02-02;14:42:34,173;0x7fbd0851e7a0 ;23,32
2022-02-02;14:45:25,295;0x7fbd0851f610 ;23,45
2022-02-02;14:45:29,590;0x7fbd0851e7a0 ;23,32
2022-02-02;14:55:41,543;0x7f3dfc25e920 ;23,32
2022-02-02;14:55:44,438;0x7f3dfc25e920 ;23,32
2022-02-02;14:58:39,821;0x7f3dfc0f6920 ;22,77
2022-02-02;14:58:42,765;0x7f3dfc0f6860 ;22,46
2022-02-02;15:02:10,588;0x7f12d646ea70 ;23,34
2022-02-02;15:02:13,644;0x7f12d646ea70 ;23,34
2022-02-02;15:05:00,989;0x7f12d63065f0 ;22,75
2022-02-02;15:07:41,551;0x7f96a6f96e60 ;23,34
2022-02-02;15:07:44,478;0x7f96a6f96e60 ;23,32
2022-02-02;15:10:37,822;0x7f96a6e2ec20 ;22,4
2022-02-02;15:10:43,280;0x7f96a6e2eda0 ;22,46
2022-02-02;15:10:57,716;0x7f96a6e2ece0 ;21,66
2022-02-02;15:11:47,071;0x7f11642f6d70 ;23,34
2022-02-02;15:11:47,568;0x7f11642f6d70 ;23,32
2022-02-02;15:12:24,055;0x7f116418ebf0 ;21,64
2022-02-02;15:12:51,857;0x7f116418ecb0 ;22,46
2022-02-02;15:13:36,650;0x7f4b3c772aa0 ;23,32
2022-02-02;15:13:39,610;0x7f4b3c772aa0 ;23,34
2022-02-02;15:30:43,402;0x7ff15c7d2d40 ;23,34
2022-02-02;15:30:46,388;0x7ff15c7d2d40 ;23,32
2022-02-02;15:38:56,190;0x7f3826daaad0 ;23,32
2022-02-02;15:38:59,182;0x7f3826daaad0 ;23,32
2022-02-02;15:42:21,879;0x7f1f20556680 ;23,32
2022-02-02;15:42:24,814;0x7f1f20556680 ;23,32
2022-02-02;15:47:02,640;0x7fec045c0fa0 ;23,32
2022-02-02;15:47:05,609;0x7fec045c0fa0 ;23,32
2022-02-02;15:48:10,032;0x7fd8abfc2aa0 ;23,32
2022-02-02;15:48:13,050;0x7fd8abfc2aa0 ;23,32
2022-02-02;15:51:01,470;0x7fd8abe56860 ;22,4
2022-02-02;15:52:34,935;0x7fd8abe569e0 ;22,46
2022-02-02;15:53:34,665;0x7fd8abe569e0 ;22,46
2022-02-02;16:15:55,488;0x7fa8b24528c0 ;22,4
2022-02-02;16:15:58,420;0x7fa8b24528c0 ;22,4
2022-02-02;16:16:31,607;0x7fa8b24528c0 ;22,4
2022-02-02;16:16:35,616;0x7fa8b2452980 ;21,53
2022-02-02;16:16:40,595;0x7fa8b2452a40 ;22,48
2022-02-02;16:16:45,278;0x7fa8b2452b00 ;22,78
2022-02-02;16:16:49,337;0x7fa8b2452bc0 ;22,35
2022-02-02;16:16:53,691;0x7fa8b2452b00 ;22,78
2022-02-02;16:16:57,576;0x7fa8b2452a40 ;22,48
2022-02-02;16:17:02,307;0x7fa8b2452980 ;21,53
2022-02-02;16:17:06,319;0x7fa8b2452a40 ;22,48
2022-02-02;16:17:26,616;0x7fa8b2452a40 ;22,48
2022-02-02;16:17:32,374;0x7fa8b2452a40 ;22,48
2022-02-02;16:17:37,671;0x7fa8b2452980 ;21,66
2022-02-02;16:17:41,215;0x7fa8b24528c0 ;22,4
2022-02-02;16:18:02,559;0x7fa8b2452b00 ;22,78
2022-02-02;16:18:12,994;0x7fa8b24528c0 ;22,4
2022-02-02;16:18:37,681;0x7fa8b2452b00 ;22,8
2022-02-02;16:18:48,520;0x7fa8b2452980 ;21,49
2022-02-02;16:21:10,142;0x7fa800c6ae00 ;23,32
2022-02-02;16:21:13,158;0x7fa800c6ae00 ;23,32
2022-02-02;16:21:47,504;0x7fa800c6ae00 ;23,32
2022-02-02;16:21:56,805;0x7fa800c6bdc0 ;23,24
2022-02-02;16:22:08,795;0x7fa800c6ae00 ;23,32
2022-02-02;16:22:15,294;0x7fa800c6bc70 ;23,43
2022-02-02;16:23:12,068;0x7fb8884fa170 ;22,73
2022-02-02;16:23:15,027;0x7fb8884fa170 ;22,75
2022-02-02;16:23:50,686;0x7fb8884fa170 ;22,73
2022-02-02;16:24:38,836;0x7f6e7e4567a0 ;22,59
2022-02-02;16:24:41,770;0x7f6e7e4567a0 ;22,59
2022-02-02;16:25:20,585;0x7f6e7e456920 ;22,4
2022-02-02;16:26:03,769;0x7f6e7e4567a0 ;22,59
2022-02-02;16:45:11,622;0x7f6e7e4567a0 ;22,59
2022-02-02;16:45:41,595;0x7f6e7e456860 ;22,84
2022-02-02;16:45:49,698;0x7f6e7e456920 ;22,42
2022-02-02;16:46:01,369;0x7f6e7e4569e0 ;21,59
2022-02-02;16:46:37,614;0x7f6e7e4567a0 ;22,59
2022-02-02;19:02:08,287;0x7f8ff8376860 ;22,52
2022-02-02;19:02:11,200;0x7f8ff8376860 ;22,52
2022-02-02;19:05:37,410;0x7f6d8ecd8b50 ;22,54
2022-02-02;19:05:40,440;0x7f6d8ecd8b50 ;22,54
2022-02-02;19:06:05,680;0x7f6d8ecd8d90 ;21,47
2022-02-02;19:06:08,604;0x7f6d8ecd8b50 ;22,52
2022-02-02;19:06:23,384;0x7f6d8ecd8c10 ;22,78
2022-02-02;19:06:26,909;0x7f6d8ecd8b50 ;22,54
2022-02-02;19:06:33,717;0x7f6d8ecd8c10 ;22,78
2022-02-02;19:06:41,478;0x7f6d8ecd8b50 ;22,54
2022-02-02;19:07:03,584;0x7f6d8ecd8b50 ;22,54
2022-02-02;19:13:57,797;0x7f467c0ae770 ;22,54
2022-02-02;19:14:03,426;0x7f467c0ae770 ;22,54
2022-02-02;19:14:52,007;0x7f467c0ae770 ;22,54
2022-02-02;19:15:34,284;0x7f537c27e9b0 ;22,54
2022-02-02;19:15:39,857;0x7f537c27e9b0 ;22,54
2022-02-02;19:16:27,776;0x7f537c27e9b0 ;22,54
2022-02-02;19:17:39,186;0x7f9edc2869e0 ;22,54
2022-02-02;19:17:43,628;0x7f9edc2869e0 ;22,56
2022-02-02;19:18:17,319;0x7f9edc2869e0 ;22,54
2022-02-02;19:18:36,173;0x7f34900b65c0 ;22,54
2022-02-02;19:18:39,108;0x7f34900b65c0 ;22,56
2022-02-02;19:19:18,684;0x7f34900b65c0 ;22,56
2022-02-02;19:19:35,585;0x7f34900b65c0 ;22,56
2022-02-02;19:19:56,979;0x7f34900b6680 ;22,77
2022-02-02;19:20:02,086;0x7f34900b65c0 ;22,54
2022-02-02;19:20:05,771;0x7f34900b6740 ;22,37
2022-02-02;19:20:09,577;0x7f34900b6800 ;21,59
2022-02-02;19:20:58,570;0x7f34900b65c0 ;22,54
2022-02-02;19:23:45,118;0x7fada2f5a710 ;22,67
2022-02-02;19:23:45,632;0x7fada2f5a710 ;22,67
2022-02-02;19:24:10,956;0x7fada2f5a710 ;22,67
2022-02-02;19:24:12,485;0x7fada2f5a7d0 ;22,56
2022-02-02;19:24:13,670;0x7fada2f5a890 ;22,78
2022-02-02;19:24:14,458;0x7fada2f5a950 ;22,37
2022-02-02;19:24:19,959;0x7fada2f5a710 ;22,67
2022-02-02;19:24:25,952;0x7fada2f5a710 ;22,67
2022-02-02;19:24:30,446;0x7fada2f5a710 ;22,67
2022-02-02;19:24:35,955;0x7fada2f5a710 ;22,67
2022-02-02;19:24:40,261;0x7fada2f5a950 ;22,37
2022-02-02;19:24:44,045;0x7fada2f5a710 ;22,67
2022-02-02;19:24:48,150;0x7fada2f5a710 ;22,67
2022-02-02;19:24:52,449;0x7fada2f5a710 ;22,67
2022-02-02;19:25:12,705;0x7f4ea84feb90 ;23,28
2022-02-02;19:25:13,229;0x7f4ea84feb90 ;23,28
2022-02-02;19:26:00,776;0x7f4ea8392950 ;22,37
2022-02-02;19:30:57,619;0x7f85b82f29e0 ;22,54
2022-02-02;19:31:02,073;0x7f85b82f29e0 ;22,54
2022-02-02;19:31:20,474;0x7fad43e5a800 ;22,54
2022-02-02;19:31:24,909;0x7fad43e5a800 ;22,54
2022-02-02;19:32:03,924;0x7fad43e5a800 ;22,54
2022-02-02;19:32:56,764;0x7f19e4bf6ce0 ;22,56
2022-02-02;19:33:02,379;0x7f19e4bf6ce0 ;22,54
2022-02-02;21:33:50,621;0x7fd9c84626e0 ;22,56
2022-02-02;21:33:56,240;0x7fd9c84626e0 ;22,56
2022-02-02;21:34:50,469;0x7f9c4c2466b0 ;22,56
2022-02-02;21:34:56,071;0x7f9c4c2466b0 ;22,56
2022-02-02;21:36:59,054;0x7f9c4c2466b0 ;22,56
2022-02-02;21:43:05,627;0x7f4de2cee530 ;22,56
2022-02-02;21:43:08,582;0x7f4de2cee530 ;22,56
2022-02-02;21:46:52,193;0x7f7ef4312890 ;22,54
2022-02-02;21:46:55,153;0x7f7ef4312890 ;22,56
2022-02-02;23:17:55,398;0x7f7ef4312890 ;22,56
2022-02-03;14:01:22,430;0x7f62f079ebc0 ;23,41
2022-02-03;14:01:25,416;0x7f62f079ebc0 ;23,41
